0.0|0.0968380305095|0.4157|0.55|0.2|
4.0001600064e-05|0.912845570505|0.4959|0.63|0.56|
8.0003200128e-05|0.992194326618|0.0669|0.56|0.05|
0.000120004800192|0.428042237714|0.2908|0.2|0.2|
0.000160006400256|0.451013767765|0.5436|0.09|0.76|
0.00020000800032|0.963118269034|0.03|0.22|0.41|
0.000240009600384|0.135875489054|0.3929|0.81|0.4|
0.000280011200448|0.161360350978|0.3835|0.29|0.85|
0.000320012800512|0.990621473835|0.8869|0.04|0.69|
0.000360014400576|0.611371008394|0.231|0.91|0.67|
0.00040001600064|0.362586509429|0.5567|0.38|0.68|
0.000440017600704|0.796076656622|0.2097|0.88|0.09|
0.000480019200768|0.635199172459|0.7334|0.85|0.2|
0.000520020800832|0.0129343654696|0.4266|0.27|0.57|
0.000560022400896|0.440626070161|0.0452|0.63|0.7|
0.00060002400096|0.177528307814|0.076|0.21|0.13|
0.000640025601024|0.641672416284|0.9814|0.48|0.02|
0.000680027201088|0.631449378284|0.1853|0.36|0.65|
0.000720028801152|0.480188823149|0.1168|0.32|0.04|
0.000760030401216|0.639028770983|0.0713|0.13|0.41|
0.00080003200128|0.872739339806|0.8762|0.27|0.46|
0.000840033601344|0.262969469281|0.7589|0.02|0.93|
0.000880035201408|0.347682289799|0.8668|0.28|0.71|
0.000920036801472|0.488911741442|0.5194|0.5|0.67|
0.000960038401536|0.726924673787|0.7408|0.35|0.32|
0.0010000400016|0.0368211200692|0.552|0.63|0.54|
0.00104004160166|0.122417849505|0.234|0.58|0.76|
0.00108004320173|0.77260609685|0.0876|0.16|0.29|
0.00112004480179|0.548468009063|0.7622|0.41|0.39|
0.00116004640186|0.256595223255|0.094|0.31|0.9|
0.00120004800192|0.931363209791|0.4736|0.27|0.66|
0.00124004960198|0.294266916249|0.5578|0.32|0.82|
0.00128005120205|0.0294276007883|0.9231|0.81|0.77|
0.00132005280211|0.308979201371|0.1853|0.97|0.15|
0.00136005440218|0.483797191897|0.6892|0.91|0.51|
0.00140005600224|0.961699974038|0.4012|0.46|0.59|
0.0014400576023|0.924789957987|0.3761|0.99|0.12|
0.00148005920237|0.920194641795|0.5034|0.68|0.38|
0.00152006080243|0.138201937326|0.2144|0.03|0.97|
0.0015600624025|0.00653789544822|0.0062|0.78|0.79|
0.00160006400256|0.718208826765|0.7493|0.56|0.73|
0.00164006560262|0.526397561017|0.8351|0.54|0.38|
0.00168006720269|0.157560047721|0.7664|0.89|0.3|
0.00172006880275|0.668157358011|0.8846|0.89|1.0|
0.00176007040282|0.522875057707|0.4802|0.78|0.5|
0.00180007200288|0.922090752696|0.7798|0.54|0.03|
0.00184007360294|0.916829726817|0.1431|1.0|0.44|
0.00188007520301|0.657202948518|0.5809|0.22|0.6|
0.00192007680307|0.567780661285|0.7798|0.99|0.01|
0.00196007840314|0.842735935494|0.8944|0.39|0.01|
0.0020000800032|0.300742180437|0.5605|0.98|0.79|
0.00204008160326|0.634383955891|0.1291|0.44|0.47|
0.00208008320333|0.968310602563|0.1453|0.97|0.54|
0.00212008480339|0.857291642464|0.1373|0.57|0.39|
0.00216008640346|0.55624539736|0.455|0.83|0.66|
0.00220008800352|0.831560296226|0.386|0.25|0.34|
0.00224008960358|0.160210764293|0.9625|0.02|0.44|
0.00228009120365|0.640612735764|0.7888|0.45|0.71|
0.00232009280371|0.237156298331|0.8994|0.5|0.61|
0.00236009440378|0.966929684288|0.5838|0.07|0.99|
0.00240009600384|0.942621683953|0.5836|0.52|0.14|
0.0024400976039|0.619076673795|0.3237|0.19|0.26|
0.00248009920397|0.661148717928|0.1224|0.92|0.65|
0.00252010080403|0.889455825263|0.1263|0.65|0.53|
0.0025601024041|0.583755673433|0.1346|0.97|0.83|
0.00260010400416|0.598124496803|0.914|0.54|0.42|
