3002|23225|8|2|94605|71172|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3009|49686|1|1|84180|66737|66284|15.4641298880597015|19.1050925373134328|3.03851|4.9104|14.9119502231520223|19.0172585774058577|3.05093|5.688
3013|44131|1|1|99648|76650|61745|15.4641298880597015|19.1050925373134328|4.56086|10.44|5.48049|13.1472|7.33218|13.2768
3016|71111|1|3|110012|87833|56870|9.51941|15.2352|5.62962|15.5664|32.55985|36.4464|1.41051|4.5216
3018|91355|1|3|84105|65363|108091|15.4641298880597015|19.1050925373134328|2.00703|3.9456|3.2622|6.0336|2.62219|6.12
3021|4210|1|1|105343|88635|53943|15.4641298880597015|19.1050925373134328|20.12|35.7264|35.6928|40.2624|1.61557|5.0544
3022|37620|1|2|111652|88265|50875|15.4641298880597015|19.1050925373134328|7.99705|12.8016|14.9119502231520223|19.0172585774058577|7.38189|11.8512
3025|97062|8|2|96902|72728|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3027|8021|1|1|94605|73612|88801|15.4641298880597015|19.1050925373134328|4.53601|8.4384|4.89019|10.3968|4.89019|10.0224
3028|19053|1|1|94605|72791|79763|15.4641298880597015|19.1050925373134328|2.19965|5.7024|6.27585|9.2016|5.49914|6.6528
3029|41018|1|2|94605|73487|65845|20.52389|24.12|3.14414|5.544|13.19792|20.16|3.97056|6.552
3031|55434|1|1|94605|73062|76339|4.94611|7.416|1.24274|5.76|3.65988|9.2736|5.63584|7.5888
3032|60085|8|1|94605|73008|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3033|45324|1|2|84180|66788|65127|15.4641298880597015|19.1050925373134328|3.04472|6.912|14.9119502231520223|19.0172585774058577|1.57207|3.4272
3034|55110|8|1|94605|71923|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3040|2601|1|1|94605|75182|77242|15.4641298880597015|19.1050925373134328|33.77277|38.6064|19.36193|29.8368|33.01469|38.3904
3043|80011|1|2|141674|92981|62884|4.87776|8.64|6.13915|9.72|3.66609|8.1648|3.59153|6.2784
3044|73505|1|3|119429|90582|52707|15.4641298880597015|19.1050925373134328|6.17643|12.0096|14.9119502231520223|19.0172585774058577|2.02567|2.3184
3045|55428|8|1|94605|72950|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3047|18508|1|1|116636|87182|58152|15.4641298880597015|19.1050925373134328|1.16196|3.2832|14.9119502231520223|19.0172585774058577|1.95111|5.4144
3050|8724|1|1|94605|73032|90156|15.4641298880597015|19.1050925373134328|3.54803|8.9712|0.48467|1.3968|8.9291|12.744
3051|18974|8|1|94650|73653|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3053|94523|8|3|94605|77572|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3056|7470|1|1|94605|68648|105023|15.4641298880597015|19.1050925373134328|7.95355|15.0624|7.48131|14.2704|12.80646|26.2944
3057|40213|1|2|109835|84599|53901|15.4641298880597015|19.1050925373134328|2.56005|4.896|8.76133|11.3904|4.73485|9.936
3058|88001|8|3|84105|66220|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3059|55117|1|1|95932|75917|69676|5.36865|7.9344|5.64205|8.28|6.69217|11.5344|6.74188|9.1728
3060|8051|1|1|94605|75313|87386|15.4641298880597015|19.1050925373134328|5.95274|11.2896|10.8305|15.5376|4.62922|9.6192
3061|33607|1|5|103360|90042|67231|10.10971|13.2336|1.01284|2.5488|1.08119|2.7504|4.45523|7.488
3063|36201|8|3|84160|66022|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3066|60563|8|1|95933|74848|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3067|74063|1|3|84180|66514|57066|12.85617|15.696|11.44566|12.672|28.4588|29.2896|4.3496|7.3008
3071|8753|1|1|95933|75339|77519|15.4641298880597015|19.1050925373134328|2.64083|5.0112|4.02649|5.7456|5.7104|10.0368
3072|59801|8|1|84105|67695|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3074|33186|1|5|110187|88768|74370|24.65601|25.8624|2.19344|3.6|10.18427|13.9968|2.57248|5.9328
3076|91977|1|3|94605|76115|71582|15.4641298880597015|19.1050925373134328|4.59193|6.0048|4.54222|4.4784|8.0219|9.5184
3080|29407|8|4|94605|75047|64746|15.4641298880597015|19.1050925373134328|3.42997|5.5728|11.27789|14.0112|5.99002|8.0928
3082|36303|1|4|104797|79469|60386|15.4641298880597015|19.1050925373134328|4.05755|5.3136|14.9119502231520223|19.0172585774058577|3.76551|4.9824
3083|30742|1|3|95933|78459|51311|15.4641298880597015|19.1050925373134328|7.48131|14.472|14.9119502231520223|19.0172585774058577|1.88275|5.0976
3084|37214|1|3|95933|74155|53474|20.00815|21.888|1.68392|4.4928|8.73648|12.3984|7.00907|10.9728
3085|84087|1|2|84105|69706|78134|4.72863|6.0768|9.71825|11.0736|16.64653|15.5664|4.94611|5.832
3086|95926|1|3|84105|72210|60211|15.4641298880597015|19.1050925373134328|4.00784|7.0848|4.19426|6.696|4.15076|7.2
3088|53144|1|1|106941|87594|67975|31.24254|35.0352|5.21952|10.3104|2.65947|9.5184|2.16237|5.8608
3093|6416|1|1|91065|75622|85129|15.4641298880597015|19.1050925373134328|8.00326|11.7216|4.56708|9.1008|2.37985|5.0976
3094|59404|1|1|84109|66841|55859|15.4641298880597015|19.1050925373134328|3.96435|9.8352|14.9119502231520223|19.0172585774058577|0.36661|1.1808
3095|89030|1|3|93777|75266|59933|15.4641298880597015|19.1050925373134328|5.37486|9.7488|6.28206|11.6496|3.88978|6.4656
3096|84057|8|2|86715|70878|67278|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3097|51503|1|1|84180|69692|57586|17.95763|19.368|7.1582|8.7264|36.13398|38.6496|4.98961|9.2448
3103|42003|1|2|95933|77552|55218|15.4641298880597015|19.1050925373134328|3.95813|6.264|14.9119502231520223|19.0172585774058577|3.90842|4.968
3105|61081|8|1|84071|66965|56059|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3106|92503|1|3|97368|70797|78658|19.13823|20.304|4.42416|7.0992|0.51574|1.6128|12.12917|13.9824
3108|85053|8|3|94605|73133|69076|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3111|45322|1|2|84180|66496|59439|15.4641298880597015|19.1050925373134328|5.05796|9.6048|14.9119502231520223|19.0172585774058577|4.10105|9.0864
3115|13214|1|1|84105|66422|58391|15.4641298880597015|19.1050925373134328|3.38647|7.6032|18.23103|18.36|2.00703|5.2128
3116|28403|1|4|117346|91851|67235|15.4641298880597015|19.1050925373134328|1.93246|5.1984|14.9119502231520223|19.0172585774058577|1.41673|2.52
3117|19090|1|1|94605|71840|83156|15.4641298880597015|19.1050925373134328|1.85169|4.4352|6.03973|12.3264|1.2241|2.3904
3120|72212|1|3|82390|61748|72890|15.4641298880597015|19.1050925373134328|4.43038|9.288|14.9119502231520223|19.0172585774058577|2.28043|6.4944
3122|23608|8|3|95932|74952|73682|15.4641298880597015|19.1050925373134328|3.70959|7.7328|14.9119502231520223|19.0172585774058577|2.63461|5.7312
3124|92880|8|3|94500|69877|91977|27.88093|27.4032|4.20668|6.9696|3.4424|6.8832|15.45972|16.5024
3126|48316|1|1|100809|72571|85918|15.4641298880597015|19.1050925373134328|2.86452|5.5152|5.81603|10.8864|1.2676|2.8368
3127|91780|1|3|94605|73792|81650|15.4641298880597015|19.1050925373134328|2.13752|4.2048|8.34502|13.5648|3.76551|6.7104
3128|73703|1|3|84105|71218|54220|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|0.64001|2.088
3129|12144|8|1|95810|73527|72961|15.4641298880597015|19.1050925373134328|3.18763|6.9552|10.86778|16.2288|4.89641|6.5232
3130|96002|1|3|84180|72860|64716|15.4641298880597015|19.1050925373134328|1.65285|4.0176|31.79556|31.032|1.94489|5.0544
3131|21702|1|2|94605|73197|93822|25.12825|31.0176|4.82805|10.4976|7.54966|12.4848|1.41051|5.9328
3133|98226|1|2|103813|82769|58976|15.4641298880597015|19.1050925373134328|2.37985|5.5728|4.51115|7.488|28.65143|31.1616
3136|19607|1|1|94605|74936|63142|15.4641298880597015|19.1050925373134328|6.80401|11.9376|6.79159|12.7152|2.4917|6.3792
3137|62040|1|2|95933|75721|45904|15.4641298880597015|19.1050925373134328|12.68219|15.2928|14.65815|21.0528|1.12468|3.816
3138|1757|1|1|95923|75552|112905|19.61669|22.0176|2.44199|7.9776|6.01487|9.4608|15.26088|19.4688
3140|33761|1|5|95889|80390|67377|7.08363|12.7152|7.33218|11.4624|9.67475|11.4336|3.7158|5.3856
3141|15017|1|1|95933|75318|74747|15.4641298880597015|19.1050925373134328|5.15738|12.4272|2.06917|4.6512|10.0165|14.5296
3142|44278|1|1|84180|67034|51215|15.4641298880597015|19.1050925373134328|3.96435|9.7488|6.90343|16.0128|4.56086|11.0016
3143|38305|1|3|94605|79636|55478|15.4641298880597015|19.1050925373134328|8.05918|13.2336|14.9119502231520223|19.0172585774058577|5.68555|9.8496
3144|34103|1|5|94605|76750|103425|10.27127|14.0976|5.26923|9.2736|5.2568|6.8976|9.02231|13.6224
3146|21224|1|2|95992|77880|61675|15.4641298880597015|19.1050925373134328|4.29989|8.9136|2.7651|5.4|8.12132|17.2512
3147|37660|1|2|156044|91101|53882|15.4641298880597015|19.1050925373134328|1.20546|2.9808|39.32658|45.8352|2.14373|3.9456
3151|92243|1|3|86079|74664|60638|15.4641298880597015|19.1050925373134328|0.14292|0.4032|14.9119502231520223|19.0172585774058577|0.2734|0.7776
3152|6705|8|1|91594|75844|73891|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3154|23669|1|3|94605|72532|60271|15.4641298880597015|19.1050925373134328|2.11888|4.4784|14.9119502231520223|19.0172585774058577|1.91382|4.752
3155|48111|1|1|107008|89561|67340|15.4641298880597015|19.1050925373134328|7.51238|13.0608|5.71662|9.9216|3.48589|5.0544
3158|19901|8|2|84313|70348|66322|15.4641298880597015|19.1050925373134328|1.17439|2.5776|74.57884|79.848|4.24397|6.2208
3160|21114|1|2|95933|75107|125851|15.4641298880597015|19.1050925373134328|2.54141|8.64|9.20251|14.3712|6.53061|11.7504
3162|95991|1|3|84179|73913|64854|15.4641298880597015|19.1050925373134328|0.26719|0.9504|28.46501|31.3776|1.39187|2.3472
3164|33403|1|5|94500|74293|86158|15.1801|17.0208|0.95691|1.7568|12.47092|13.6224|1.76469|3.744
3167|21215|1|2|98523|73736|70236|15.4641298880597015|19.1050925373134328|3.98299|9.4176|7.45645|12.2832|5.72283|10.0512
3169|91765|1|3|84180|66856|85878|51.66764|45.4464|1.48508|2.6064|5.59855|7.272|6.51818|8.3232
3170|43701|1|2|84466|68447|50329|15.4641298880597015|19.1050925373134328|38.71888|40.6944|14.9119502231520223|19.0172585774058577|1.44779|1.4688
3171|81005|8|2|84414|66162|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3172|21740|1|1|95933|73384|69498|15.4641298880597015|19.1050925373134328|0.49088|1.8144|33.23155|35.4672|2.37985|6.12
3174|95205|1|3|84179|66724|58642|15.4641298880597015|19.1050925373134328|11.01691|11.6496|9.20872|9.5184|8.74269|11.736
3175|3106|1|1|94667|72927|71800|15.4641298880597015|19.1050925373134328|4.31853|8.1216|8.05297|12.9312|4.15697|7.0272
3176|33324|8|5|84280|71357|67022|15.4641298880597015|19.1050925373134328|8.1772417659574468|11.8131012765957447|14.9119502231520223|19.0172585774058577|5.4842221935483871|8.9421478341013825
3179|32809|8|5|95933|74821|63054|4.72863|8.5104|0.70836|2.1168|9.78038|12.6864|2.25558|3.8736
3180|46410|1|1|108339|87328|66825|15.4641298880597015|19.1050925373134328|1.2241|3.9312|7.14577|9.4464|1.65906|3.9168
3182|53130|8|1|108066|85549|67905|15.4641298880597015|19.1050925373134328|3.03851|6.048|4.8032|8.8704|1.36702|4.3056
3184|67502|1|2|84492|66897|53599|15.4641298880597015|19.1050925373134328|1.44779|2.9376|14.9119502231520223|19.0172585774058577|1.44779|2.9376
3187|19047|8|1|95933|73713|86708|15.4641298880597015|19.1050925373134328|2.95151|7.8624|6.89101|10.7712|6.11429|11.088
3188|85213|1|3|84180|68808|67790|12.62626|17.5824|4.97097|7.1712|11.12254|16.1568|2.54762|5.472
3189|83651|1|1|84180|69038|53300|15.4641298880597015|19.1050925373134328|1.41673|2.7792|14.9119502231520223|19.0172585774058577|3.04472|4.7376
